insee_code,commune_name,percent_main_housing_year_2020,percent_secondary_housing_year_2020,percent_main_housing_year_2020,percent_vacant_year_2020,percent_single_family_home_year_2020,percent_homeownership_year_2020,percent_renting_year_2020,percent_social_housing_year_2020
27412,Terres de Bord,91.4,4.1,4.5,1.5,97.9,86.7,11.5,3
27413,Montfort-sur-Risle,87,3.9,9.2,18.6,77.5,57.2,39.7,16.4
27414,Montreuil-l'Argillé,73.4,13.4,13.2,16.7,82.9,63.2,35,11.6
27415,Morainville-Jouveaux,63.4,26.9,9.7,5.2,94.4,81.2,18.2,0
27417,Morgny,82.2,12.9,5,0.3,99.3,88,10.8,0
27418,Morsan,69.3,29.1,1.6,0,100,73.1,25,0
27419,Mouettes,79.4,18.3,2.2,0,100,94.4,5.2,0
27420,Mouflaines,76.8,15.9,7.3,0,100,81,19,0
27421,Mousseaux-Neuville,83.9,8.4,7.7,2,97.6,86.4,13.2,0
27422,Muids,79.8,15.9,4.3,1.6,97.6,84.7,12.8,0
27423,Muzy,83.9,11.3,4.8,0.5,99.2,92,5.8,0
27424,Nagel-Séez-Mesnil,88.3,6.2,5.4,0.6,99.4,87.5,11.1,0
27425,Nassandres sur Risle,86.8,6.5,6.7,5.8,94,77.2,21.5,8.2
27426,Neaufles-Saint-Martin,87.4,7.4,5.2,1.5,98.2,92,6.7,0
27427,Neaufles-Auvergny,63.8,28.2,8,0,99.7,85.7,9,0
27428,Le Neubourg,89.5,1.3,9.2,32,67.7,38.4,60.1,18.6
27429,Neuilly,69.4,26.4,4.2,4.3,94.6,81,12.7,0
27430,La Neuve-Grange,79.5,13.6,6.8,0.6,99.4,88.6,8.6,0
27431,La Neuve-Lyre,73.6,9.9,16.5,14.4,85.3,61.3,38,3.5
27432,La Neuville-du-Bosc,52.4,45.9,1.7,0.9,49.9,79.7,18.8,0
27433,Neuville-sur-Authou,78.9,14.1,7,0,100,61.2,34.3,0
27434,Noards,63.6,28,8.4,0,100,83.3,16.7,0
27435,La Noë-Poulain,73.3,18.1,8.6,0,100,74.3,24.9,0
27436,Nogent-le-Sec,86.9,6.6,6.6,1,99,89,10.4,0
27437,Nojeon-en-Vexin,79.8,8.2,12,1.3,97.5,85.7,12.7,0
27438,Nonancourt,81.1,2.8,16.1,42.5,56.2,45.2,52.5,23.4
27439,Normanville,93.3,2.2,4.6,1.9,97.7,87.6,11.3,4.5
27440,Notre-Dame-de-l'Isle,87.2,9.3,3.4,2.5,97.5,86.8,10,0
27441,Notre-Dame-d'Épine,71.4,23.8,4.8,0,95.2,90,3.3,0
27442,Notre-Dame-du-Hamel,54.3,41.9,3.8,3.3,96.7,82.1,13.9,0
27444,Le Noyer-en-Ouche,58.5,37,4.5,0,96.7,86.5,9.7,0
27445,Noyers,87,5.9,7.1,0,100,77.9,22.1,2.6
27446,Ormes,89.6,5.2,5.2,0.5,99,84.9,12.4,0
27447,Le Val-Doré,86.4,8.5,5.1,0.2,99,90.1,8.5,0
27448,Pacy-sur-Eure,88.5,1.9,9.5,28.5,70.2,55.1,42.8,13.4
27451,Parville,92.1,0.7,7.2,2.7,97.3,84.3,14.3,0.7
27453,Perriers-sur-Andelle,91.3,2,6.7,4.4,95.6,68.5,30.2,12.9
27454,Perruel,84.3,9.4,6.3,0.9,99.1,79.3,18.1,0
27455,Piencourt,55.9,34.9,9.2,0,99.1,88.5,9.8,0
27456,Pinterville,95.2,2,2.8,0.3,99.2,87.5,11.6,0
27457,Piseux,83.7,10.3,6,4.5,95.5,81.9,15.1,0
27458,Pîtres,92.6,0.7,6.7,14.9,85.1,70.6,28.7,17.1
27459,Les Places,82.1,10.3,7.7,0,100,90.6,6.2,0
27460,Plainville,88.7,7.2,4.1,0,99,90.7,8.1,0
27462,Le Planquay,70.6,19.6,9.8,0,100,88.7,11.3,0
27463,Plasnes,87.4,8.5,4.1,0,99.7,87.6,10.3,0.3
27464,Le Plessis-Grohan,95.4,1.6,3,1.7,98,91.7,7.4,0
27465,Le Plessis-Hébert,85.2,10.4,4.5,3.5,96.5,89.4,8.2,0
27466,Le Plessis-Sainte-Opportune,82.6,9,8.4,0,99.4,93,6.2,0
27467,Pont-Audemer,85.4,1.7,12.9,54.1,45.2,34.6,64,36.3
27468,Pont-Authou,81.3,9.5,9.2,15.1,69.2,53.1,45.9,18.4
27469,Pont-de-l'Arche,90.5,1.5,8,21.6,77.2,55.3,42.5,18.4
27470,Pont-Saint-Pierre,87,2.5,10.5,26.4,73.1,54.5,43.6,8.1
27471,Porte-de-Seine,70,28.6,1.4,0,100,74.7,22.2,0
27472,Portes,89.6,6.5,3.9,0.6,99.4,92.7,3.7,0
27473,Port-Mort,86.3,7,6.6,0.4,99.4,90.8,8,0
27474,Poses,83.3,9.8,6.9,1.4,97.9,83.6,14.5,0
27475,La Poterie-Mathieu,71.2,23.9,5,1,99,88.9,11.1,0
27476,Les Préaux,82,11.5,6.5,1.5,97.5,93.3,6.7,0
27477,Pressagny-l'Orgueilleux,87.3,11.2,1.5,2.3,96.5,83.3,12.8,0
27478,Prey,92.7,1.9,5.3,2.7,97.3,80.1,17.8,6.8
27480,Puchay,78.8,16.4,4.9,0.6,99,83.7,13.5,0.8
27481,Pullay,21.7,77.5,0.8,0,98.5,93.8,5.6,0
27482,La Pyle,90.6,7.8,1.6,0,98.4,83.1,16.9,0
27483,Quatremare,94,0.5,5.5,1.1,98.4,86,12.2,0
27485,Quillebeuf-sur-Seine,75.6,2.1,22.4,24.7,75.1,59.2,40,17.2
27486,Quittebeuf,93.8,2.6,3.6,1.1,98.9,88.3,10.5,0
27487,Radepont,83.2,3.9,12.8,3.2,94.5,85,13,0
27488,Renneville,92,6,2,0,99,92.3,6.6,0
27489,Reuilly,91.6,2.2,6.2,0.4,99.1,88.5,10.6,0
27490,Richeville,90.6,4.7,4.7,2.6,97.4,80.8,17.3,0
27492,Romilly-la-Puthenaye,76.6,15.2,8.2,1.2,97.7,83.2,15.3,0
27493,Romilly-sur-Andelle,91.6,1.4,6.9,13.4,86.3,68,30.5,11.6
27495,La Roquette,75,22.2,2.9,0,100,93.4,3.8,0
27496,Rosay-sur-Lieure,74.9,16.6,8.5,0.3,99.7,87.1,10.3,0
27497,Rougemontiers,92.8,1.9,5.4,0.5,99.3,84.7,14.8,3
27498,Rouge-Perriers,88.5,6.4,5.1,1.3,98.7,87,10.1,0
27500,Routot,88.4,1.1,10.5,18,81.6,57,40.3,18.1
27501,Rouvray,82.6,10.1,7.3,0,100,89,7.7,0
27502,Rugles,76.9,5.9,17.2,22.9,76.8,52.9,45.6,16.2
27504,Sacquenville,95.3,1.8,2.9,0.4,99.3,87.2,12.3,4.8
27505,Saint-Agnan-de-Cernières,70.4,27.6,2,0,99,90,10,0
27507,Saint-André-de-l'Eure,89.3,2.2,8.5,26.9,72.6,55.3,43.1,13.7
27508,Saint-Antonin-de-Sommaire,73.3,18.3,8.3,0,99.2,87.5,11.4,0
27511,Saint-Aubin-d'Écrosville,83.7,8.6,7.7,1.9,96.9,88.2,9.2,0.7
27512,Saint-Aubin-de-Scellon,61.2,33,5.8,0.9,99.1,87,11.6,0
27514,Saint-Aubin-du-Thenney,66.2,28.8,5,0,98.2,88.9,11.1,0
27516,Treis-Sants-en-Ouche,85.4,8.1,6.5,0.6,99.3,81.3,17.5,0
27517,Saint-Aubin-sur-Gaillon,92.2,3.9,3.9,1.3,97.9,84,13.6,1.9
27518,Saint-Aubin-sur-Quillebeuf,94.7,3.2,2.1,1,99,89.2,9.7,3
27520,Saint-Benoît-des-Ombres,74.1,18.5,7.4,0,100,91.7,8.3,0
27521,Saint-Christophe-sur-Avre,63.3,29.1,7.6,0,100,83.3,16.7,0
27522,Saint-Christophe-sur-Condé,68.1,25.9,6,0.4,98.4,84.9,13.4,0
27524,Sainte-Colombe-la-Commanderie,92.4,1.8,5.8,0.9,98.2,83.9,13.6,0
27525,Sainte-Colombe-près-Vernon,84.8,9.9,5.3,0.8,98.5,93.6,3.6,0
27527,Saint-Cyr-de-Salerne,75.6,17.9,6.5,0.8,95.2,83.3,12.5,0
27528,Le Vaudreuil,93.5,2.5,4.1,24.4,75.4,60,38.9,18.1
27529,Saint-Cyr-la-Campagne,89.8,7,3.2,0.5,98.9,96.1,3.9,0
27530,Saint-Denis-d'Augerons,78.1,15.3,6.6,0,97.8,71.1,18.4,0
27531,Saint-Denis-des-Monts,83.2,5.9,10.9,0,97,88.1,11.9,0
27533,Saint-Denis-le-Ferment,79.3,13,7.7,1.5,98.1,90.3,7.2,0.5
27534,Saint-Didier-des-Bois,91.8,4,4.2,0.3,99.5,91.6,7.8,2.9
27535,Saint-Élier,91.1,5.1,3.9,0,99.1,93.5,3.8,0
27536,Saint-Éloi-de-Fourques,89.4,5.7,4.8,0.9,98.2,89.1,9.4,0
27537,Saint-Étienne-du-Vauvray,93,1.9,5.1,1.9,97.8,79.7,19.4,4
27538,Saint-Étienne-l'Allier,74.2,18.6,7.2,0,99.7,75.4,23.6,4.4
27539,Saint-Étienne-sous-Bailleul,88.1,7.3,4.6,0.6,96.3,95,3.8,0
27540,Sainte-Geneviève-lès-Gasny,91.2,4.9,3.9,5.5,93.2,91.5,7,0
27541,Le Mesnil-Saint-Jean,60.9,37.1,2,1.6,98.4,88.2,10.5,0
27542,Saint-Georges-du-Vièvre,79.7,11,9.2,5.9,94.1,68.2,29.7,13
27543,Saint-Georges-Motel,83.9,11.4,4.7,0.5,99.3,81.8,16.7,4.8
27544,Saint-Germain-de-Fresney,81.9,12.8,5.3,2.1,97.9,84.4,14.3,0
27545,Saint-Germain-de-Pasquier,84.1,14.3,1.6,0,100,96,4,0
27546,Saint-Germain-des-Angles,88.5,5.1,6.4,0,98.7,89.2,8.1,1.4
27547,Saint-Germain-la-Campagne,79.4,11.2,9.3,3,96.2,75.5,23.2,13.6
27548,Saint-Germain-sur-Avre,81.9,9.5,8.6,2.2,97.3,91,7.3,0
27550,Saint-Grégoire-du-Vièvre,64.5,30.1,5.4,0,100,90.1,9.2,0
27552,Saint-Jean-du-Thenney,82.1,12.5,5.4,0,99.1,90.3,8.6,0
27553,Saint-Julien-de-la-Liègue,84.9,6.6,8.5,0.5,75.5,87.7,9,0
27554,La Chapelle-Longueville,86.4,3.6,9.9,3.9,95.7,74.2,23.9,12.1
27555,Saint-Laurent-des-Bois,87.8,10.2,2,0,100,91.9,8.1,0
27556,Saint-Laurent-du-Tencement,55.6,38.3,6.1,0,100,92.9,3.6,0
27557,Saint-Léger-de-Rôtes,91.9,5.7,2.4,0,100,90,8.4,0
27558,Saint-Léger-du-Gennetey,85,6.8,8.2,1.3,98.7,81.2,15.6,0
27560,Saint-Luc,93.9,3.5,2.6,0,99.1,94.4,5.6,0
27561,Saint-Maclou,82.8,10.3,6.9,7.3,92.4,73.1,25,7.2
27562,Saint-Marcel,92.6,1,6.4,31.3,66.4,64.1,34.6,13.1
27563,Saint-Mards-de-Blacarville,88.4,6.3,5.3,2,97.7,86,13.1,0
27564,Saint-Mards-de-Fresne,73.4,20.6,6,0,99.5,90.4,8.1,0
27565,Le Lesme,72.5,19.6,7.9,0.6,99.1,73.8,24.6,4.6
27567,Sainte-Marie-de-Vatimesnil,91.7,6.4,1.8,3.6,96.4,89.1,7.9,0
27568,Sainte-Marthe,76.7,16.2,7.1,0,99.2,88.1,10.4,0
27569,Saint-Martin-du-Tilleul,88.9,4.6,6.5,0,98.1,86.5,10.4,1
27570,Saint-Martin-la-Campagne,91.1,0,8.9,2.2,97.8,68.3,26.8,0
27571,Saint-Martin-Saint-Firmin,76.9,16.7,6.4,0,99.4,85,15,0
27572,Saint-Meslin-du-Bosc,92.8,1,6.1,0,100,91.1,8.9,0
27576,Sainte-Opportune-du-Bosc,88.7,5.1,6.2,2,98,91.3,7.9,0.5
27577,Sainte-Opportune-la-Mare,79.7,13,7.4,1.3,92.2,79.9,18.4,2.7
27578,Sainte-Marie-d'Attez,80,14.3,5.7,0.3,99,87.6,9.4,1.7
27579,Saint-Ouen-de-Pontcheuil,100,0,0,2.6,97.4,82.1,12.8,0
27580,Saint-Ouen-de-Thouberville,94.4,0.7,4.9,6.5,93.3,79.7,19.5,7.6
27582,Saint-Ouen-du-Tilleul,94.1,0.7,5.2,2.1,97.6,85.4,14.3,2.8
27584,Saint-Paul-de-Fourques,91.3,7,1.7,0,95.6,89.2,9.8,0
27586,Saint-Philbert-sur-Boissey,89.6,1.3,9.1,1.3,98.7,92.8,5.8,0
27587,Saint-Philbert-sur-Risle,75.6,15.1,9.3,1.6,95.8,73.1,24.8,10.1
27589,Saint-Pierre-de-Bailleul,91.5,5.6,2.9,2.7,96.9,86.5,12,0
27590,Saint-Pierre-de-Cernières,57.3,40.4,2.3,1.7,97.7,83.7,15.3,0
27591,Saint-Pierre-de-Cormeilles,65,28,6.9,0.7,97,84.8,14.4,6.4
27592,Saint-Pierre-de-Salerne,78.9,13.8,7.3,0.8,99.2,89.9,9.1,0
27593,Saint-Pierre-des-Fleurs,94.6,0.7,4.6,0.7,99.1,84.5,15.2,7.5
27594,Saint-Pierre-des-Ifs,70.7,24.5,4.8,0.6,98.3,87.4,12.6,0
27595,Saint-Pierre-du-Bosguérard,95.9,2.9,1.2,0.5,99.2,89.3,9.9,3.9
27597,Saint-Pierre-du-Val,70.9,24,5,0.6,98.2,86.2,12.6,0.4
27598,Saint-Pierre-du-Vauvray,89.4,3.9,6.6,11.8,87.6,71.2,28.3,13.8
27599,Saint-Pierre-la-Garenne,90.7,4.2,5.2,4,95.8,87.2,10.3,0
27601,Saint-Samson-de-la-Roque,76.2,19.6,4.3,1.7,95.3,83.8,14,0
27602,Saint-Sébastien-de-Morsent,94.4,0.6,4.9,13.2,86.4,63.3,35.9,21.6
27603,Saint-Siméon,61.3,34.3,4.4,0,83.1,84.3,13.3,3.1
27604,Saint-Sulpice-de-Grimbouville,80.9,14,5.1,0,98.8,89.4,6.1,0
27605,Saint-Sylvestre-de-Cormeilles,59.9,34.9,5.2,0,100,79.6,15.5,0
27606,Saint-Symphorien,85.6,11.3,3.1,0.8,98.8,81.1,17.4,0
27608,Saint-Victor-de-Chrétienville,87.5,4.6,7.9,0.5,99.5,85.8,14.2,0
27609,Saint-Victor-d'Épine,72.9,22.2,4.8,1.4,98.1,80.8,15.9,0
27610,Saint-Victor-sur-Avre,66.7,19.4,13.9,0,100,87.5,12.5,4.2
27611,Saint-Vigor,88.7,5.6,5.6,1.4,98.6,90.5,7.1,0
27612,Saint-Vincent-des-Bois,91.5,1.1,7.4,1.2,98.2,83.3,15.2,0
27613,Saint-Vincent-du-Boulay,82,12.7,5.3,0,99.4,85.8,13,0
27614,Sancourt,86.3,11,2.7,1.4,98.6,87.3,11.1,0
27615,Sassey,100,0,0,2.5,97.5,87.3,11.4,0
27616,La Saussaye,93.7,2.1,4.2,4.9,94.9,84.8,13.9,5
27617,Saussay-la-Campagne,93,3.3,3.7,1.9,97.2,78.4,18.1,0
27618,Sébécourt,80.4,13.2,6.4,0.8,98.3,79.9,14.8,3.2
27620,Selles,83.3,13.4,3.3,1.3,98.7,81.2,17.3,0
27621,Serez,87.1,4.3,8.6,0,100,91.8,8.2,0
27622,Serquigny,85.4,3.8,10.8,15.8,83.9,62.1,37.3,21.1
27623,Surtauville,96.5,1.7,1.7,0.9,99.1,93.5,6,0
27624,Surville,96.4,1.4,2.2,0,99.7,94.2,5.8,0
27625,Suzay,95.7,1.1,3.2,1.3,98.7,86.5,11.9,0
27627,Le Theil-Nolent,79.9,18.5,1.6,1.7,98.3,83.9,15.1,0
27629,Thiberville,85.6,6,8.4,13.1,86.1,51.4,47.3,15.6
27630,Thibouville,83.9,10.7,5.4,0.7,99.3,87.2,12,0
27631,Thierville,85.8,12.4,1.9,0,100,86.3,10.1,0
27632,Le Thil,91.9,3,5.1,0.5,98.5,87.3,12.2,0
27633,Les Thilliers-en-Vexin,89.7,1.7,8.6,18,82,76.6,21.5,0.5
27635,Le Thuit,76.9,20.5,2.6,3.8,96.2,68.3,31.7,0
27638,Le Thuit de l'Oison,96.5,1,2.5,0.6,99.1,85,14,6.8
27640,Tilleul-Dame-Agnès,78.6,13.3,8.2,0,100,88.6,11.4,1.3
27641,Le Tilleul-Lambert,90.6,5.2,4.2,0,99,88.5,10.3,0
27643,Tillières-sur-Avre,73.7,9.5,16.8,24.4,75.6,65.6,32.9,17.5
27644,Tilly,87.1,6.2,6.7,0.9,98.2,90.3,8.2,0.5
27645,Tocqueville,84.7,9.7,5.6,1.4,98.6,91.8,8.2,0
27646,Le Torpt,80.4,13.1,6.5,0,100,87.2,11.7,0
27649,Touffreville,79.3,14.5,6.1,0,100,90.2,8.4,0
27650,Tournedos-Bois-Hubert,96.1,1.1,2.8,5.1,94.9,83,16.4,5.3
27652,Tourneville,85.3,7.7,7,3,97,89.7,9.4,0
27654,Tourville-la-Campagne,93.4,3.8,2.8,0,100,93.7,5.8,0
27655,Tourville-sur-Pont-Audemer,87.8,4.8,7.4,2.6,96.6,82.1,15.2,0.3
27656,Toutainville,90.3,2.7,7,2.4,96.6,85.9,12.8,0.6
27658,Le Tremblay-Omonville,89.7,6.2,4.1,1.9,98.1,80.8,18,0
27659,La Trinité,92.6,0,7.4,0,100,90,10,0
27660,La Trinité-de-Réville,61.6,36.8,1.6,1.6,98.4,87.4,10.9,3.4
27661,La Trinité-de-Thouberville,94.2,2.1,3.7,5.9,90.4,78.5,19.3,0
27662,Triqueville,64.1,30.7,5.2,1.3,97.4,86.8,11.2,0
27663,Le Troncq,88.3,1.3,10.4,0,100,83.8,13.2,0
27664,Le Tronquay,68.8,25.6,5.7,1,99,85.3,12.9,0.5
27665,Trouville-la-Haule,89.2,7,3.8,0.8,98.4,82.6,16.2,2.1
27666,La Vacherie,91.1,2.6,6.4,0,98.7,92,6.6,0
27667,Valailles,87.7,5.3,7.1,0,99.5,88.2,9.9,0
27668,Le Val-David,93.4,4.1,2.5,0,99.4,88.6,10.4,0.3
27669,Valletot,90,4.7,5.3,0,99,82,15.5,0
27670,Vandrimare,90.6,6.3,3.1,0.7,98.5,87.4,10.7,2.4
27671,Vannecrocq,69.9,23.8,6.2,0,98.9,89.1,9.4,0
27672,Vascœuil,85,5.6,9.5,2.8,96.6,73.1,25.6,0.6
27673,Vatteville,74.5,24.5,1,1,98,93.2,6.8,0
27674,Vaux-sur-Eure,65.9,27.2,6.9,21,79,75.4,23.8,0
27676,Les Trois Lacs,83.3,11,5.7,1.5,97.9,89,8.7,0
27677,Venon,95.1,2.4,2.4,0,100,93.4,6.6,0
27678,Les Ventes,89.6,4.1,6.4,0,99.8,90.2,7.6,0
27679,Verneuil d'Avre et d'Iton,81.7,4.4,13.9,36,63.2,49.2,49.2,25
27680,Verneusses,65.3,21.8,12.9,0,99.3,79.2,14.6,0
27681,Vernon,86.5,1.6,11.9,55.5,43.1,44,54.4,28.8
27682,Vesly,84.7,7.2,8.1,5.5,94.5,86.2,11.9,0
27683,Vézillon,83.2,1.6,15.2,31.3,68.7,70.1,28.9,0
27684,Le Vieil-Évreux,93.5,1.2,5.3,7.2,91.7,78.3,21.1,0
27685,La Vieille-Lyre,72,17.6,10.4,1.2,98.4,78.8,19.9,4.9
27686,Vieux-Port,41.3,58.7,0,1.6,98.4,84.6,11.5,0
27689,Villegats,86.6,9.1,4.3,0,99.4,92.1,5.7,0
27690,Villers-en-Vexin,88,1.6,10.4,0,100,87.9,12.1,0
27691,Villers-sur-le-Roule,88.8,7.3,3.9,0.3,99.7,93,6.7,0
27692,Villettes,89.5,8.4,2.1,0,100,81.4,14.3,0
27693,Sylvains-Lès-Moulins,82.7,13.5,3.8,0.2,99,88.4,9.6,0
27694,Villez-sous-Bailleul,89.5,8.4,2.1,0,100,93,7,0
27695,Villez-sur-le-Neubourg,91,4.5,4.5,0,100,85.6,14.4,0
27696,Villiers-en-Désœuvre,85.3,7.4,7.2,2.8,97.2,79.2,20,1.9
27697,Vironvay,96.4,1.4,2.2,0,100,94.7,4.5,0
27698,Vitot,95.6,2,2.4,0,99.6,78.9,20.7,2.4
27699,Voiscreville,88.8,1.9,9.3,0,100,95.8,4.2,0
27700,Vraiville,89.5,4.4,6.1,0,98.6,86.8,12.1,0
27701,Val-de-Reuil,89.8,0.4,9.8,47.4,52.1,26.1,73,60.2
28001,Abondant,85.6,8.7,5.7,12.1,86.5,79.9,18.3,0.1
28003,Allainville,92.9,3.6,3.6,0,100,86.5,9.6,0
28004,Allonnes,87.4,8.9,3.7,0,100,87.3,11.8,3.4
28005,Alluyes,81.8,11.9,6.3,1.1,98.9,81.6,16.7,6.9
28006,Amilly,95,0.5,4.5,1.9,97.7,87.7,11.7,5.9
28007,Anet,89.3,4,6.7,21.8,78.2,66.4,31.6,8.5
28008,Ardelles,74.6,19.5,5.9,0,100,86.8,11.8,1.3
28009,Ardelu,85.3,2.9,11.8,0,100,86.2,13.8,0
28010,Argenvilliers,69.6,24.9,5.5,0,96.3,84.7,10.6,0
28012,Vald'Yerre,67.2,17,15.8,2.8,96.7,80.1,19,7.4
28013,Aunay-sous-Auneau,86.6,7.8,5.5,2,98,88.7,10.1,1.8
28014,Aunay-sous-Crécy,90.6,1.1,8.3,3.1,96.9,81.9,17.2,3.8
28015,Auneau-Bleury-Saint-Symphorien,89.5,3.1,7.5,28.9,70.1,61,37,19.7
28016,Les Autels-Villevillon,46.3,49.3,4.4,0,100,87.3,11.1,0
28018,Authon-du-Perche,73.7,12.8,13.4,2.9,96.4,69.1,28.6,7
28019,Baigneaux,79,12.3,8.8,1.7,98.3,85.1,13.8,0
28021,Bailleau-le-Pin,90.2,3.3,6.5,2.8,96.9,79.1,19.8,7.6
28022,Bailleau-l'Évêque,90.6,4.8,4.6,1,99,90,8.9,0
28023,Bailleau-Armenonville,87.3,6,6.7,7.1,92.6,86.4,11.5,0
28024,Barjouville,96.5,0.3,3.2,10.2,89.8,73.5,25.6,20.4
28025,Barmainville,87.5,2.1,10.5,2,98,88.4,11.6,0
28026,Baudreville,86.6,3.1,10.2,3.2,96.8,84.5,15.5,4.6
28027,La Bazoche-Gouet,70.1,14.7,15.3,5,94.9,72.4,26.6,6.1
28028,Bazoches-en-Dunois,77.1,14.3,8.6,0,99.3,81.5,16.7,0
28029,Bazoches-les-Hautes,77.4,9.1,13.4,0.6,99.4,88.2,11,0
28030,Beauche,76.8,18.4,4.8,0.5,99.5,86.6,13.4,0
28031,Beaumont-les-Autels,69.3,16.8,13.9,2.2,97.8,71.1,28.4,6.3
28032,Beauvilliers,81.3,6.2,12.5,1.2,98.1,83.1,16.2,0
28033,Belhomert-Guéhouville,78.8,13.5,7.7,4.3,95.7,74.8,24.1,11.8
28034,Berchères-Saint-Germain,86.9,6.3,6.8,2.5,94.7,89.1,10.3,0
28035,Berchères-les-Pierres,88.7,3.2,8.2,2.7,97.3,84.9,13,0.5
28036,Berchères-sur-Vesgre,82.5,11,6.6,3.2,96.3,88.5,10,0.3
28037,Bérou-la-Mulotière,73.9,19.7,6.4,1,98.5,86.7,10,0
28038,Béthonvilliers,62,23,14.9,0,100,91.4,6.9,0
28039,Béville-le-Comte,90.5,3.6,5.9,9.4,90.3,79.8,19.6,10.9
28040,Billancelles,90.1,7.1,2.8,0,100,94.6,3.8,0
28041,Blandainville,78.4,8.9,12.7,7.2,92.8,87.9,11,1.1
28045,Boissy-en-Drouais,88.5,3.8,7.7,2.9,97.1,85.7,12.1,0
28046,Boissy-lès-Perche,69,21.9,9.1,1.3,98,83.4,15.1,0
28047,Boisville-la-Saint-Père,86,6.4,7.6,2.6,97.4,88.1,10.9,0.3
28048,La Bourdinière-Saint-Loup,91.5,3.6,4.9,0,99.3,91.4,7.5,0
28049,Boncé,93.9,3,3,1,99,88.2,11.8,1.1
28050,Boncourt,72.7,18.8,8.4,7.8,90.9,83.9,14.3,0
28051,Bonneval,82.9,4.4,12.6,23.4,76.4,64.6,34,12.7
28052,Bouglainval,86.7,8.7,4.6,0.8,99.2,91.2,6.9,0.3
28053,Le Boullay-les-Deux-Églises,89.3,7.4,3.3,0,100,89,10,0
28054,Le Boullay-Mivoye,90.5,4.7,4.7,6.5,93.1,81.9,17.1,0
28055,Le Boullay-Thierry,88.5,6.2,5.3,7.4,92.6,86.5,12.1,0.5
28056,Boutigny-Prouais,83.3,10,6.7,1.4,98.5,91.6,6.5,0
28057,Bouville,86.7,8.4,4.9,1.5,98.1,87.3,10.5,0
28058,Bréchamps,73.9,20.6,5.5,1.4,98,91.2,8.2,0
28059,Brezolles,86.9,3.7,9.3,16.1,83.5,54.8,43.3,18.3
28060,Briconville,96.4,1.8,1.8,3.1,96.9,91.4,7.5,0
28061,Brou,79.6,4.5,15.9,24.5,75,58.1,40.5,14.7
28062,Broué,89,4.6,6.4,7.7,91.7,82.3,15.6,0
28064,Bû,86.7,6.1,7.2,8.7,90.5,79.1,18.1,2.5
28065,Bullainville,81,7.9,11.1,0,100,90.4,7.7,0
28067,Cernay,75.4,20.1,4.5,0,100,90.9,0,0
28068,Challet,92.7,2.2,5,5.6,93.8,88.5,10.9,0.6
28070,Champhol,95.9,0.8,3.3,5.7,94.1,79.8,19.2,8.3
28071,Champrond-en-Gâtine,81.4,9.3,9.3,11,88.7,74.6,23.2,3.6
28072,Champrond-en-Perchet,89.3,5.8,4.9,0,100,87.4,9.8,0
28073,Champseru,90.3,4.1,5.7,0.6,99.4,92.9,5.1,0
28074,La Chapelle-d'Aunainville,86.3,6,7.7,0.9,99.1,92.1,5.9,0
28075,La Chapelle-du-Noyer,88.6,3.9,7.5,1.4,98.6,81.1,17.3,4.2
28076,La Chapelle-Forainvilliers,82.9,8,9.1,1.1,98.9,89,9.6,0
28077,La Chapelle-Fortin,55.6,37.3,7.1,0,100,87.1,12.9,0
28078,Chapelle-Guillaume,55.9,36.2,7.9,0.7,99.3,76.5,21.2,3.5
28079,Chapelle-Royale,68.3,23.3,8.4,0,100,83.9,14.8,3
28080,Charbonnières,57,33.1,9.9,0,99,84.4,12.2,0
28081,Charonville,81.2,13.9,4.9,0,100,91.5,6,0
28082,Charpont,90.2,6.8,3,0.7,99.3,94.6,5,0
28084,Chartainvilliers,92.1,5.1,2.8,1.7,98.3,93.4,6.3,0
28085,Chartres,84.9,3.6,11.5,70.4,28.7,40.1,58.7,26.8
28086,Chassant,75.1,18.8,6.1,4.8,94.7,74.7,24,11.5
28087,Châtaincourt,79.6,13,7.3,0,100,86.9,12.1,0
28088,Châteaudun,86.5,2.2,11.3,39.9,59.8,48,50.5,28.9
28089,Châteauneuf-en-Thymerais,87.4,1.4,11.2,28.5,71.1,50.5,47.8,21.8
28090,Les Châtelets,64.2,32.1,3.7,0,100,90.4,7.7,0
28091,Les Châtelliers-Notre-Dame,82.5,13.4,4,0,100,90.2,9.8,0
28092,Châtenay,83.1,9.8,7.1,0,100,90.5,9.5,2.1
28094,Chaudon,87.3,4.1,8.6,5.3,94.6,82.3,15.8,0.9
28095,Chauffours,90.3,4.1,5.7,4.9,95.1,91.9,8.1,0
28096,La Chaussée-d'Ivry,87.2,4.9,7.8,6.7,92.7,80.1,18.4,1.7
28098,Cherisy,87.2,3.9,8.9,8.6,89.6,79.2,19,6
28099,Chuisnes,87.9,5,7.1,0.6,99.2,80.6,19.2,2
28100,Cintray,94.9,1.7,3.4,2.3,97.7,82.5,16.9,0
28102,Clévilliers,88.4,3,8.6,1,98.6,84.3,14.3,8.2
28103,Cloyes-les-Trois-Rivières,77.7,9.8,12.6,8.2,90.8,76.2,22.2,6.8
28104,Coltainville,88.8,3.7,7.4,1.3,97,92.1,6.2,0.3
28105,Combres,77.5,19.8,2.7,1,98.3,87.8,10.5,4.4
28106,Conie-Molitard,82.4,11.1,6.5,0.4,97.6,90.6,8.8,0
