insee_code,commune_name,percent_main_housing_year_2020,percent_secondary_housing_year_2020,percent_main_housing_year_2020,percent_vacant_year_2020,percent_single_family_home_year_2020,percent_homeownership_year_2020,percent_renting_year_2020,percent_social_housing_year_2020
47050,Cassignas,74.4,14.6,11,0,98.8,83.6,11.5,0
47051,Castelculier,92,1.1,7,9.8,90.1,69.3,29.5,5.4
47052,Casteljaloux,76.4,7.7,15.9,26.8,73.1,55.2,43,9.9
47053,Castella,82.4,5.5,12.1,1.7,97.2,87.3,9.3,0
47054,Castelmoron-sur-Lot,80.8,7.7,11.5,15.5,84,63.4,34.3,4
47055,Castelnaud-de-Gratecambe,68.5,19.2,12.3,17.9,81.3,72,22.3,0
47056,Castelnau-sur-Gupie,88.5,3.7,7.7,1.7,97.9,86.7,11.9,0
47057,Castillonnès,71.2,10.3,18.5,16,82.8,64.4,33,1.1
47058,Caubeyres,74.9,8.9,16.3,0.8,99.2,87.9,10.1,0
47059,Caubon-Saint-Sauveur,86.3,7.6,6.1,0.7,98.5,80.7,15.8,0
47060,Caudecoste,83.8,2.6,13.6,7.1,91.9,70.1,26.5,1.7
47061,Caumont-sur-Garonne,86.8,4.2,9,1.8,98.2,71.8,26.8,1.4
47062,Cauzac,79.9,15.3,4.8,0,99.6,85.7,11.5,0
47063,Cavarc,69.3,28.7,2,2,98,85.5,13,0
47064,Cazideroque,71.4,17.7,10.9,1.4,97.3,81.9,15.2,0
47065,Clairac,80.6,8.5,10.9,12.7,86.1,67.5,29.3,3.4
47066,Clermont-Dessous,80.3,10,9.8,1.3,98.5,81.6,15.2,0
47067,Clermont-Soubiran,80,12,8,3,97,84.4,12.5,0
47068,Cocumont,82.3,8.3,9.5,6.1,93.2,76.3,20,0.6
47069,Colayrac-Saint-Cirq,89.8,1.8,8.4,10.4,89.1,70.5,27.9,8.3
47070,Condezaygues,87.9,5.8,6.4,0.9,98.9,84.5,14.2,0
47071,Coulx,71.6,14.2,14.2,0,100,89.1,8.9,0
47072,Courbiac,47.8,46.2,6,2,90,79.2,14.6,0
47073,Cours,73.2,14.6,12.3,0,99.1,86.4,9.9,0
47074,Couthures-sur-Garonne,87.6,5.9,6.4,1.5,98,77.4,19.8,0
47075,La Croix-Blanche,89.1,3.6,7.3,1.2,98.5,83.4,14.5,0
47076,Cuq,88.8,7,4.2,1.4,97.2,81.1,15.7,0
47077,Cuzorn,79.9,11.2,8.9,2,97,77.3,17.8,0.7
47078,Damazan,81.7,5.1,13.2,18.6,81,58.3,39.3,1.3
47079,Dausse,80,8.5,11.5,8.1,91.5,78.7,17.6,0
47080,Dévillac,63.1,23.8,13,0,100,91,5.1,0
47081,Dolmayrac,88,7.4,4.6,2.3,97.1,84.8,11.7,0
47082,Dondas,67.1,31.5,1.4,0,100,86.9,11.1,0
47083,Doudrac,78.7,9.8,11.5,0,96.7,75,25,0
47084,Douzains,64.9,26.7,8.4,0,99.5,76.1,17.4,0
47085,Durance,74.4,14.7,10.9,0.5,99.5,75.9,21.2,0
47086,Duras,71.1,11.1,17.8,20.7,78.9,66.4,32.2,0.9
47087,Engayrac,75,17.4,7.6,3.3,96.7,78.3,15.9,0
47088,Escassefort,84.1,2.6,13.4,25,74.1,67.1,31.6,1.3
47089,Esclottes,65.9,24,10.1,0.9,97.3,78.1,17.8,0
47090,Espiens,81.3,6.4,12.3,2.2,97.3,80.9,11.8,0
47091,Estillac,91.4,2.6,6,9.5,89.3,66.7,30.3,10.9
47092,Fals,94.2,2.3,3.5,0,100,89.4,8.7,0
47093,Fargues-sur-Ourbise,72,16.8,11.2,0.4,97.8,80.8,16.2,1.2
47094,Fauguerolles,89,1.9,9.1,1.9,98.1,73.1,24.8,6.5
47095,Fauillet,89.5,2.3,8.3,3.1,95,81.1,14.4,0.3
47096,Ferrensac,71.3,17,11.6,1.5,96.2,83.2,12.6,0
47097,Feugarolles,84.1,5.2,10.7,7.9,91.7,75.9,20.1,0
47098,Fieux,78.8,9.7,11.6,3.5,95.2,85,10.5,0
47099,Fongrave,83.2,7,9.8,1.3,97.8,79.8,16,0.4
47100,Foulayronnes,93.9,0.9,5.2,16.8,83,71.4,27.3,15.8
47101,Fourques-sur-Garonne,90.5,2,7.5,4.8,94.8,74.3,24.2,0.3
47102,Francescas,80.9,1.3,17.7,13.3,86.7,68.7,28.4,1.6
47103,Fréchou,74.9,15.5,9.6,0.8,99.2,78.3,18.7,0
47104,Frégimont,80.9,7.5,11.6,0.7,98,77.1,19.7,0
47105,Frespech,76.6,13.9,9.5,0.6,98.7,86.7,12.4,0
47106,Fumel,75.2,6.6,18.2,20.3,77.7,63.5,34.5,6.6
47107,Galapian,81.6,11.8,6.6,1.1,97.7,78.2,18.6,2.6
47108,Gaujac,84.5,5.4,10.1,2.4,97.6,67.9,30.2,3.6
47109,Gavaudun,56.6,40.8,2.6,12.9,85.8,76.5,18.2,0
47110,Gontaud-de-Nogaret,85.8,1.8,12.4,5.4,94.5,74.3,24.5,1.1
47111,Granges-sur-Lot,83.8,4.8,11.4,5.1,94,77.3,22,0
47112,Grateloup-Saint-Gayrand,80.7,9.4,9.9,2.5,97.1,82.3,13.8,0
47113,Grayssas,77.4,12,10.6,0,97.3,84.5,12.1,0
47114,Grézet-Cavagnan,87.4,8.2,4.4,0.5,99.1,85.6,12.7,1.8
47115,Guérin,85.9,9.7,4.4,2.8,97.2,83.8,14.4,1.8
47117,Hautefage-la-Tour,85.8,5.8,8.3,2,97.5,78.2,20.4,1.4
47118,Hautesvignes,85.9,7.6,6.5,0,100,85.9,12.7,0
47119,Houeillès,67,18.2,14.8,3.7,95.2,64.4,29.3,4.8
47120,Jusix,75.2,12.4,12.4,1.7,96.5,72.1,14,0
47121,Labastide-Castel-Amouroux,82.3,4.8,12.9,1.1,98.9,79.6,15.7,3.4
47122,Labretonie,79.6,7.2,13.2,1.2,97.6,85.3,13.3,0
47123,Lacapelle-Biron,63.4,23.8,12.8,5.8,94.2,72.3,24.1,1.4
47124,Lacaussade,75.8,12.5,11.7,4.1,95.1,74.2,20.4,1.1
47125,Lacépède,72.5,13.2,14.3,2.1,97.3,78.1,14.6,0
47126,Lachapelle,79.5,12.3,8.2,2.1,95.9,79,18.4,0
47127,Lafitte-sur-Lot,82.2,5.7,12.1,10.9,89.1,70.5,25.2,2
47128,Lafox,92.6,0.7,6.7,16,83.2,69.2,26.6,2.8
47129,Lagarrigue,84.9,11.3,3.8,4.6,94.6,80.1,18,0
47130,Lagruère,74.5,8.9,16.6,0,99.5,81.4,14.1,3
47131,Lagupie,92.5,3.9,3.6,0.7,99,89.2,9.4,0
47132,Lalandusse,69.3,22.4,8.4,3.5,95.1,84.8,11.1,0
47133,Lamontjoie,75.8,6.2,18,3.7,96,73.6,24.3,0.9
47134,Lannes,67.5,13.8,18.7,1.9,97,80.3,16.4,1.1
47135,Laparade,75.9,8.7,15.4,7.1,92.9,75.5,22.4,0
47136,Laperche,81.2,9.4,9.4,0,100,87,11.6,0
47137,Laplume,85.7,3.3,11,5.3,93.7,80.3,16.3,3.4
47138,Laroque-Timbaut,82.6,5.4,12,7.2,90.4,69.3,28.7,3.2
47139,Lasserre,87.8,6.1,6.1,0,100,62.8,37.2,0
47140,Laugnac,81.9,10.2,7.9,2,97.7,81.9,15.3,3.2
47141,Laussou,69.9,25.8,4.3,4.3,94.6,86.9,9.3,0
47142,Lauzun,65.3,23.1,11.6,4.1,93.8,80,17.6,1.1
47143,Lavardac,80.6,3.3,16.1,7.5,90.9,69.7,27.8,0.6
47144,Lavergne,79.3,10.6,10,1.2,98.5,86.6,12.3,0
47145,Layrac,85.1,3.7,11.2,15,84.5,67.4,30.9,7.8
47146,Lédat,90.2,3.2,6.7,1.1,98.9,81.7,17,0
47147,Lévignac-de-Guyenne,73.6,18.8,7.6,5.6,85.9,70.9,26.2,1.5
47148,Leyritz-Moncassin,78.7,9.2,12,0.9,98.3,84.4,13.3,0
47150,Longueville,89.8,0.6,9.6,6.8,92.7,74.8,25.2,0
47151,Loubès-Bernac,61.3,36.7,2,5.5,93.6,75.8,20.5,0
47152,Lougratte,72.1,14.8,13.1,1.2,98.8,76.1,20.3,0
47154,Lusignan-Petit,89.6,5.5,4.9,2.4,97,83.7,13.6,0
47155,Madaillan,88.4,6,5.6,0.3,99.3,90.6,7.9,0
47156,Marcellus,88.9,2.3,8.8,0.8,98.5,82.2,16.1,1.4
47157,Marmande,87.4,1.9,10.7,37.2,62.6,47.7,49.3,11.2
47158,Marmont-Pachas,83.5,5.5,11,0,100,88.9,9.5,0
47159,Le Mas-d'Agenais,83.7,6.1,10.1,14,85.8,66.1,30.2,4.1
47160,Masquières,62.5,31.2,6.2,4.6,92.3,81.5,14.8,0
47161,Massels,76.1,9.9,14.1,2.8,97.2,81.5,14.8,0
47162,Massoulès,75.6,22.6,1.8,0.9,99.1,85.9,9.4,0
47163,Mauvezin-sur-Gupie,87.2,6.2,6.6,2.3,97,90.7,8.2,0
47164,Mazières-Naresse,56.2,25,18.8,0,99,81.5,13,0
47165,Meilhan-sur-Garonne,87,8.1,4.9,5.4,88.9,67.5,29.1,7.9
47167,Mézin,73.1,9.3,17.6,14.8,84.2,64.3,31.7,6.7
47168,Miramont-de-Guyenne,79,2.1,18.9,28,71.8,55.6,42.5,8.3
47169,Moirax,89.6,2.8,7.6,4.6,94.9,85.3,13,1.2
47170,Monbahus,71.1,9.2,19.7,1.5,96.6,80.2,17.4,0
47171,Monbalen,82.3,8.8,8.8,5.8,92.9,77.4,18.8,0
47172,Moncaut,87.5,7.5,5,0.4,99.3,89.7,9.9,0
47173,Monclar,70.4,6.4,23.2,10.4,82.7,70.6,26.9,6.3
47174,Moncrabeau,70.6,18.6,10.7,1.2,97.2,81.6,11.8,0.6
47175,Monflanquin,65.3,23.6,11.1,8.7,90.6,70.7,25.2,2.9
47176,Montgaillard-en-Albret,79.8,4.8,15.4,1.9,98.1,79.5,18.1,0
47177,Monheurt,69.5,5.1,25.4,3.4,96.6,69.5,23.2,0
47178,Monségur,84,11.1,4.9,1.4,96.6,81.5,14.6,0
47179,Monsempron-Libos,84.9,2.1,13,22,77.5,62.1,35.6,8.6
47180,Montagnac-sur-Auvignon,84.7,3.9,11.4,6.9,93.1,83.1,16.2,0
47181,Montagnac-sur-Lède,64.5,25.3,10.1,2.5,97.5,74.6,21.4,0
47182,Montastruc,76,15.1,8.9,5,95,83.5,14.6,0
47183,Montauriol,65.6,20.6,13.8,1.7,98.3,83,13,0
47184,Montaut,66.4,24.2,9.3,1.8,97,85.1,12.1,0
47185,Montayral,85.4,3.6,11,3,96,77.3,21,0.5
47186,Montesquieu,86.4,4.6,9,6.4,92.3,75.9,20.2,0
47187,Monteton,79.9,14.8,5.3,5,94.4,78.5,18,0
47188,Montignac-de-Lauzun,69,17.8,13.1,0.9,99.1,79.9,16.2,0
47189,Montignac-Toupinerie,83.9,12.4,3.7,0,100,84.8,13.6,1.5
47190,Montpezat,74.3,15.7,9.9,5.6,92.1,76.3,21.7,0
47191,Montpouillan,91.3,2.6,6.1,0.5,98.8,86,10.8,0
47192,Monviel,68,17.4,14.7,1.7,95.3,55,22.5,0
47193,Moulinet,75,13.8,11.2,1.7,97.5,84.4,12.2,0
47194,Moustier,80,11.7,8.3,0.6,97.3,79.9,16.6,0
47195,Nérac,78.2,5.6,16.2,22.8,76.9,59.3,37.9,2.5
47196,Nicole,71.7,6.2,22.1,4,94.7,76.3,17.1,0
47197,Nomdieu,85.8,2.5,11.7,0.8,99.2,75.7,23.3,0
47198,Pailloles,73.6,21.9,4.5,2.2,97.3,91.8,6.7,0
47199,Pardaillan,66.4,18.9,14.7,1.4,98.1,82.5,14.7,0
47200,Parranquet,69.2,23.6,7.2,2.1,92.4,92.1,7.9,0
47201,Le Passage,90.3,1.1,8.6,21.8,76.7,59.7,38.9,13.3
47202,Paulhiac,68.9,24.5,6.6,4.1,95.9,74.9,18.4,0
47203,Penne-d'Agenais,76.7,10,13.3,12.7,86.2,68.8,29.1,3.4
47204,Peyrière,88,7.5,4.5,0.8,98.5,83.1,15.2,0.9
47205,Pindères,77.3,15.2,7.6,1.5,97.7,72.6,22.4,0
47206,Pinel-Hauterive,82.7,9.3,8,0.7,97.3,85.1,12.5,0
47207,Pompiey,75.7,10.9,13.4,0,99.2,78.3,19.6,0
47208,Pompogne,63.6,31,5.3,0.9,99.1,65.8,28.8,0
47209,Pont-du-Casse,93.8,0.9,5.2,7.7,91.6,72.3,26,12.6
47210,Port-Sainte-Marie,78.2,4.6,17.2,12.4,87.4,66.8,30.8,1.6
47211,Poudenas,57.6,20.9,21.5,3.1,96.9,88.2,10.9,0.9
47212,Poussignac,84.7,8.7,6.7,1.3,97.3,81.1,15.8,2.4
47213,Prayssas,80,8.8,11.3,8.8,90.5,69.5,25.1,2.7
47214,Puch-d'Agenais,82.1,5.8,12.1,0.8,97.6,84.6,13.7,0
47215,Pujols,88.1,2.9,9,5.2,94.6,80.8,17.7,1.6
47216,Puymiclan,82.7,4.9,12.5,3.3,96.4,79.4,18,1.1
47217,Puymirol,76.1,10.7,13.2,7.8,90.1,70.7,25.8,1.5
47218,Puysserampion,74.3,17.9,7.9,0,100,93.1,4.9,0
47219,Rayet,69.8,25.3,4.9,4.8,94.2,77.8,18,0
47220,Razimet,89.4,2.1,8.5,3.8,95.5,79.9,12.8,0
47221,Réaup-Lisse,68.1,27.5,4.4,1.1,98.1,86.9,11.7,1.4
47222,La Réunion,84.4,9.2,6.4,0.4,99.6,83.5,14.5,0
47223,Rives,64,32.9,3.1,5.1,94.9,78.2,16.8,0
47224,Romestaing,64.2,25.8,10,0,97.5,80.8,12.8,2.6
47225,Roquefort,95.1,0.7,4.2,1.4,94.3,70.8,28.4,8.2
47226,Roumagne,78.9,11.3,9.8,1,99,85.2,13.6,0
47227,Ruffiac,82.1,8.4,9.5,2.1,96.8,79.2,18.2,0
47228,Saint-Antoine-de-Ficalba,86.9,5.6,7.5,0.8,98.1,78,20.1,0
47229,Saint-Astier,66.9,28.1,5,0,100,88.2,9.7,0
47230,Saint-Aubin,78.7,8.9,12.4,3.9,95.6,80.5,12.5,0
47231,Saint-Avit,86.2,9.6,4.3,4.3,95.7,84,9.9,0
47232,Saint-Barthélemy-d'Agenais,82.8,8.3,8.9,1,98.7,80.3,17,0.4
47233,Sainte-Bazeille,89.2,1.4,9.3,16.7,83.1,64.6,33.5,5.7
47234,Saint-Caprais-de-Lerm,84.2,5,10.8,3.4,95.5,83.1,14.3,0
47235,Saint-Colomb-de-Lauzun,76.5,11.5,11.9,1.5,97.4,80.5,15.3,0.9
47236,Sainte-Colombe-de-Duras,75,14.6,10.4,0,100,91.3,4.3,0
47237,Sainte-Colombe-de-Villeneuve,81.2,11.6,7.2,0,99.2,90.4,7.1,0
47238,Sainte-Colombe-en-Bruilhois,89.5,1.5,9,1.5,98.2,85.3,12.4,0
47239,Saint-Étienne-de-Fougères,88.6,4.9,6.4,3,96,80.5,16.4,0
47240,Saint-Étienne-de-Villeréal,61.4,31.9,6.8,1.9,97.6,78.7,12.6,0
47241,Saint-Eutrope-de-Born,71.6,24.7,3.7,0.5,97.6,82.1,12.3,0
47242,Saint-Front-sur-Lémance,69.8,17.1,13.2,3.2,96.8,76.5,19.3,0
47244,Sainte-Gemme-Martaillac,83,8,9,1.6,97.9,71.2,23,2.6
47245,Saint-Géraud,80.5,4.3,15.1,2.1,97.9,71.8,28.2,0
47246,Saint-Hilaire-de-Lusignan,86.5,2.3,11.2,0.3,99.4,85.4,12.3,3.3
47247,Saint-Jean-de-Duras,70.7,19.1,10.2,0,100,73.5,19.8,0
47248,Saint-Jean-de-Thurac,90.7,3.1,6.2,1.5,98.1,88.5,8.1,0
47249,Saint-Laurent,90.3,2.6,7,6.6,93.4,70.9,25.7,0
47250,Saint-Léger,74.6,9.3,16,0,98.8,81,19,0
47251,Saint-Léon,85.5,5.7,8.8,2.6,97.4,84.3,15,0
47252,Sainte-Livrade-sur-Lot,83.5,2.1,14.4,20.1,79.4,60.1,37.7,6.8
47253,Sainte-Marthe,91.6,1.5,6.9,1.5,97.7,85.4,13.4,0
47254,Saint-Martin-Curton,80.5,8.6,10.9,2.3,96.6,72.9,24.3,0
47255,Saint-Martin-de-Beauville,87.2,11.7,1.1,1.1,98.9,90.8,3.9,0
47256,Saint-Martin-de-Villeréal,65.4,23.5,11.1,1.4,97.2,85.1,8.5,0
47257,Saint-Martin-Petit,93.9,3.8,2.3,0.8,99.2,82.5,16.3,0
47258,Sainte-Maure-de-Peyriac,71.1,18.5,10.4,2.9,95.2,80.1,15.3,0
47259,Saint-Maurice-de-Lestapel,70.3,13.2,16.5,3.3,91.8,86,9.3,0
47260,Saint-Maurin,64.3,22.6,13.2,1.6,96.9,80,17.1,0.5
47262,Saint-Nicolas-de-la-Balerme,89.8,0,10.2,6.2,91.9,78,17.6,1.7
47263,Saint-Pardoux-du-Breuil,94.3,1.4,4.3,1.8,98.2,81.4,15.5,0
47264,Saint-Pardoux-Isaac,82.7,6.9,10.5,0.9,99.1,81.7,16.9,0
47265,Saint-Pastour,76.8,8.4,14.8,3.5,95.7,78.4,20.5,0
47266,Saint-Pé-Saint-Simon,66.7,18.8,14.6,2.8,93.8,82.3,15.6,2.1
47267,Saint-Pierre-de-Buzet,79.5,5.4,15.1,0,100,72.3,23.1,0
47269,Saint-Pierre-de-Clairac,88.7,1.8,9.6,1.6,97.9,85.9,12.7,0
47271,Saint-Pierre-sur-Dropt,80.4,11.2,8.4,1.7,96.1,74.2,22.3,0
47272,Saint-Quentin-du-Dropt,72.6,10.8,16.6,0,100,75.3,23.6,0
47273,Saint-Robert,90.9,4.5,4.5,0,97.7,87.5,8.8,0
47274,Saint-Romain-le-Noble,89.7,0.5,9.8,0,98.5,92.5,5.9,0
47275,Saint-Salvy,72.7,9.9,17.4,2.5,95,86.4,6.8,1.1
47276,Saint-Sardos,69.8,13.7,16.5,0.6,98.9,88.6,8.2,0
47277,Saint-Sauveur-de-Meilhan,84.2,7.3,8.5,0.6,99.4,81.3,15.1,0
47278,Saint-Sernin,70.2,21,8.8,3.4,95.6,67.4,29.9,0
47279,Saint-Sixte,80.2,3.8,15.9,0,100,78.8,17.1,2.7
47280,Saint-Sylvestre-sur-Lot,86.6,6,7.4,9.7,88.5,69.3,28.6,5.4
47281,Saint-Urcisse,79,8.4,12.6,0.8,98.3,86,12.9,0
47282,Saint-Vincent-de-Lamontjoie,86.2,6,7.7,5.5,94.5,86.6,10.4,0
47283,Saint-Vite,81.3,2.4,16.3,7.3,92.4,72.6,26.4,7
47284,Salles,67.7,19.6,12.7,1.1,96.8,89,8.7,0
47285,Samazan,91.8,2.2,6,1.6,97.8,82.1,16.4,0
47286,Sauméjan,62.6,33.7,3.7,0,98.5,59.5,31,0
47287,Saumont,87,8.7,4.3,1.8,97.5,86.4,11.8,0
47288,Sauvagnas,87.7,2.9,9.4,0.8,99.2,76.7,21,0
47289,La Sauvetat-de-Savères,86,3.8,10.1,6.1,93.2,75.6,23.5,2.2
47290,La Sauvetat-du-Dropt,79.3,9.9,10.8,5.1,94.3,76.5,19.7,0
47291,La Sauvetat-sur-Lède,82.6,8.2,9.2,1.3,97,83.9,14.5,0
47292,Sauveterre-la-Lémance,66.8,22.5,10.7,3.6,91.5,70,24.7,1
47293,Sauveterre-Saint-Denis,84.5,2,13.5,6,93.4,74,23.7,1.8
47294,Savignac-de-Duras,70.8,13,16.2,1.9,95.5,78.8,14.7,0
47295,Savignac-sur-Leyze,79.7,15,5.4,1.2,98.8,89.5,8.1,0
47296,Ségalas,63.2,27.2,9.6,0.8,99.2,84.8,11.4,0
47297,Sembas,80.7,14.5,4.8,0,100,83.8,11.8,0
47298,Sénestis,76.5,3,20.5,0,100,87.5,8.8,0
47299,Sérignac-Péboudou,64.5,19.2,16.3,2.3,96.9,90,8.8,0
47300,Sérignac-sur-Garonne,89.1,2.1,8.8,10.1,89.2,68.1,30.5,4.9
47301,Seyches,84.7,4.5,10.7,10,89.1,67.8,30.3,2.2
47302,Sos,60.5,19.3,20.2,6.4,92.5,71,24.7,7.8
47303,Soumensac,64.4,24.7,10.9,1.2,95.4,75,21.7,0
47304,Taillebourg,78.2,0,21.8,2.5,97.5,80.6,19.4,0
47305,Tayrac,82,10.5,7.5,0,99,85.2,11.2,0
47306,Le Temple-sur-Lot,83.3,6.9,9.8,8.3,90.8,70.8,26.9,0.4
47307,Thézac,63.4,35.2,1.3,5.3,90.8,74.2,11.3,0
47308,Thouars-sur-Garonne,78,10.6,11.4,0.8,98.4,82.3,11.5,0
47309,Tombebœuf,77.7,11.1,11.1,11.9,87.7,73.1,25.1,2.7
47310,Tonneins,85.2,2,12.7,24.7,75.2,55.3,42.4,7.1
47311,Tourliac,70.8,19.4,9.7,7.5,86.4,58.6,37.1,0
47312,Tournon-d'Agenais,70.4,15.7,13.9,10.4,83,64.1,33.9,2.1
47313,Tourtrès,75.6,18.3,6.1,0,100,87.1,8.1,0
47314,Trémons,84.5,8.2,7.3,1.9,97.6,77,19.5,0
47315,Trentels,82,8.7,9.3,3.4,94.4,79.3,17.5,0.3
47316,Varès,90.7,1.6,7.8,3.7,95.1,90.6,7,0
47317,Verteuil-d'Agenais,75.1,11.9,13,6.1,92.8,70.9,27.7,3.6
47318,Vianne,83.3,4.7,11.9,7.2,92.6,72.2,25.7,1.8
47319,Villebramar,76.4,12.5,11.1,4.2,95.8,80,20,0
47320,Villefranche-du-Queyran,78.2,10.6,11.1,4.3,95.7,70.8,26.5,2.2
47321,Villeneuve-de-Duras,68,20.8,11.2,3.1,96.4,70.1,27.6,0.8
47323,Villeneuve-sur-Lot,83.2,2.2,14.6,28.6,71.2,54.8,43.9,7.9
47324,Villeréal,75.9,9.7,14.5,16.4,82.5,57.5,40.8,1.9
47325,Villeton,82.4,4.2,13.4,5.3,92.7,80.5,18.6,1.9
47326,Virazeil,92.7,0.9,6.4,2.3,97.4,81.1,17.9,0.4
47327,Xaintrailles,83.4,7.6,9,5.4,94.6,82.8,14,0
47328,Saint-Georges,85.8,8.6,5.6,0,99.6,80.8,16.2,0
48001,Albaret-le-Comtal,46.6,37,16.5,6.8,93.2,80.3,19.7,2.8
48002,Albaret-Sainte-Marie,75.7,18.3,6,10.5,88.6,79.4,19.4,6.3
48003,Allenc,54.1,42.1,3.9,4.3,95.7,83.9,13.3,0
48004,Altier,34.2,61.8,4.1,1.3,98.7,77.1,13.8,0
48005,Antrenas,75.1,19.7,5.2,9.5,88.5,81.2,16.1,0
48007,Arzenc-d'Apcher,46.7,46.7,6.7,4.4,95.6,76.2,14.3,0
48008,Arzenc-de-Randon,46.3,47.3,6.4,2.1,97.9,85.4,11.2,0
48009,Peyre en Aubrac,55.2,29.9,14.9,10.9,88.7,75.6,21.1,3.8
48010,Auroux,35.6,56.1,8.3,14.9,84.4,74,20.5,3.4
48012,Les Monts-Verts,59.8,18.7,21.5,12.3,86.6,74.4,21.6,2
48013,Badaroux,80.6,11,8.4,12,87.2,82.4,16.6,0.5
48015,Pied-de-Borne,31,63,6,7.8,92.2,61.5,36,0
48016,Balsièges,68.7,17.8,13.5,6.3,91.7,76.1,22.2,0
48017,Banassac-Canilhac,67.5,25.4,7.1,15.8,83.9,67.2,30.9,3.6
48018,Barjac,76.1,14.3,9.5,11.1,88.9,64.9,31.9,0.6
48019,Barre-des-Cévennes,39.8,52.6,7.7,12.4,87.6,67,25.7,5.5
48020,Bassurels,47.9,38.4,13.7,4.1,95.9,80,14.3,0
48021,La Bastide-Puylaurent,31.6,64.5,4,19.7,79.5,65.6,27.8,7.8
48025,Les Bessons,79.2,13.9,6.9,6.1,93.9,82.5,14.2,0
48026,Blavignac,54.8,19.2,26,2.1,97.4,81,17.1,0
48027,Mont Lozère et Goulet,32.5,63.4,4.1,18.3,81,72.6,21.9,4.2
48028,Les Bondons,42.3,44.8,12.9,3.1,96.9,80.5,14.6,0
48029,Le Born,47.9,49.1,3.1,2.1,97.1,78.9,16.9,0
48030,Brenoux,86.6,10.7,2.7,7,92.5,73.5,22.2,2.5
48031,Brion,35,51.2,13.8,22.6,75.4,86.5,10.8,0
48032,Le Buisson,53.4,37.5,9.1,3.6,96.4,76.7,21.1,0
48034,La Canourgue,56.8,27.7,15.5,20.9,79,63,31.8,6.1
48036,Cassagnas,35.5,61.6,2.9,1.7,98.3,90.3,9.7,0
48037,Chadenet,64.4,28.9,6.7,6.7,92.2,67.2,27.6,0
48038,Bel-Air-Val-d'Ance,47,43.2,9.7,12.5,87.1,75.4,21.5,3.5
48039,Chanac,66.5,25.5,8,12.9,86.4,71.2,23.6,2.1
48041,Chastanier,44.3,51.4,4.3,12.9,87.1,84.1,6.8,0
48042,Chastel-Nouvel,83.3,8.5,8.2,5.8,93.9,86.3,13.1,0
48043,Châteauneuf-de-Randon,59.2,24.8,16.1,16.1,80.5,70.3,25.7,4.5
48044,Chauchailles,43.2,29.5,27.4,8.4,91.6,92.9,4.8,0
48045,Chaudeyrac,46.1,49.4,4.5,6.8,92.1,69,27.7,2.5
48046,Chaulhac,44.1,39.4,16.5,1.3,98.7,96.8,3.2,0
48048,Cheylard-l'Évêque,34.7,57.1,8.2,5.1,94.9,79.4,11.8,0
48050,Bédouès-Cocurès,50.9,40.1,9,7.2,92.3,70.6,26.2,4.9
48051,Le Collet-de-Dèze,57.8,31.5,10.8,12.4,87.2,74.6,21.2,2.2
48053,Cubières,27.3,66.9,5.8,11.9,88.1,70.5,25,0
48054,Cubiérettes,42.6,55.7,1.6,1.6,98.4,80.8,15.4,0
48055,Cultures,80.9,7.4,11.7,15,85,73.3,24,5.3
48056,Esclanèdes,66.6,24.2,9.2,5.6,93.4,76.3,21.5,1.1
48058,La Fage-Montivernoux,53.9,46.1,0,2.2,97.8,85.7,9.5,0
48059,La Fage-Saint-Julien,67.4,31,1.6,2.7,97.3,79.1,19.3,4.9
48061,Florac Trois Rivières,58.5,32.3,9.2,30.6,68.9,56.2,39.2,10.2
48063,Fontans,51.7,40.4,7.9,6,94,90.4,7.7,0
48064,Fournels,50.9,35.8,13.3,28.2,71.8,63.7,31.6,8.4
48065,Fraissinet-de-Fourques,43.1,53.9,3,5,95,74.4,20.9,0
48067,Gabriac,55.4,39.1,5.4,16.3,83.7,78.4,17.6,0
48068,Gabrias,65.1,25.2,9.7,1.9,98.1,77.6,17.9,0
48069,Gatuzières,38,57.3,4.6,7.6,92.4,52,48,4
48070,Grandrieu,50.2,41.4,8.3,13.4,86,77.4,18.5,3.8
48071,Grandvals,37.1,47.9,15,7.8,84.2,84.6,10.3,0
48072,Grèzes,64.5,18.6,17,5.8,93.4,82.1,14.1,0
48073,Les Hermaux,41.2,43.7,15.1,3.2,96.8,79.2,15.1,0
48074,Hures-la-Parade,45.8,52.9,1.3,4.5,95.1,67.5,26.6,4.9
48075,Ispagnac,52.1,36.1,11.7,14.9,84.8,66.6,29.5,4.6
48077,Julianges,46.9,38.8,14.3,0,100,78.3,17.4,0
48079,Lajo,50.4,42.6,7,7,93,86.2,6.9,0
48080,Langogne,63.5,19.4,17.1,42.9,56.3,57.7,38.3,6.9
48081,Lanuéjols,68.6,24.1,7.2,2.3,97.7,76.5,20.1,6.7
48082,Laubert,35.3,52.6,12.1,5.2,94.8,80.5,17.1,0
48083,Les Laubies,33.3,54.7,12,0.9,99.1,78.9,18.4,3.9
48085,Laval-du-Tarn,34.1,60.3,5.7,2.7,97.3,78,18,0
48086,Luc,24.7,72,3.3,2.8,96.6,76.3,20.6,4.1
48087,Prinsuéjols-Malbouzon,60.3,34.9,4.8,8,91.6,74.5,22.6,0.7
48088,La Malène,31.2,60.3,8.5,5.5,93,82.8,12.5,0
48089,Le Malzieu-Forain,55.2,32.7,12.1,2.3,97.7,88.2,10.9,0.4
